ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO07POS0000001;BCO07MER0000001;5691;46696389381;01;0321;-12.3496;30.5245;01;10-06-2025
BCO07POS0000002;BCO07MER0000002;5732;65646825846;01;0302;-24.4228;39.7258;01;16-02-2025
BCO07POS0000003;BCO07MER0000003;5411;35915822257;01;1004;-23.0474;36.1412;01;02-05-2025
BCO07POS0000004;BCO07MER0000004;5912;09018246747;01;0803;-24.3138;36.2023;01;10-12-2025
BCO07POS0000005;BCO07MER0000005;5541;16839898716;02;1006;-10.2370;36.6847;01;25-10-2025
BCO07POS0000006;BCO07MER0000006;4814;04550276681;01;0317;-14.3864;35.1650;01;03-04-2025
BCO07POS0000007;BCO07MER0000007;5812;49932063936;01;0410;-18.2700;34.3740;01;31-08-2025
BCO07POS0000008;BCO07MER0000008;5812;85999293188;02;0303;-15.7416;39.0291;01;05-05-2025
BCO07POS0000009;BCO07MER0000009;4814;22012251129;01;0515;-18.8481;39.7161;01;19-02-2025
BCO07POS0000010;BCO07MER0000010;5411;93572754141;01;0309;-13.8726;35.2261;01;07-09-2025
BCO07POS0000011;BCO07MER0000011;5541;71116357262;02;1007;-19.9129;36.8362;01;28-10-2025
BCO07POS0000012;BCO07MER0000012;5541;66952199818;02;0216;-11.3147;37.9865;01;23-01-2025
BCO07POS0000013;BCO07MER0000013;4111;01514662882;01;0204;-20.8403;34.0308;01;22-09-2025
BCO07POS0000014;BCO07MER0000014;5411;36428765410;01;0911;-14.1461;38.6985;01;02-12-2025
BCO07POS0000015;BCO07MER0000015;7011;17268499682;02;1007;-16.2127;34.4079;01;22-06-2025
BCO07POS0000016;BCO07MER0000016;4111;57882158551;01;0301;-13.6158;39.5086;01;24-07-2025
BCO07POS0000017;BCO07MER0000017;5812;65986278991;01;0902;-15.4274;31.2674;01;04-02-2025
BCO07POS0000018;BCO07MER0000018;5691;08186591586;01;0703;-23.7431;32.4119;01;02-03-2025
BCO07POS0000019;BCO07MER0000019;9399;80209316319;01;0809;-23.4446;33.3206;01;24-05-2025
BCO07POS0000020;BCO07MER0000020;5812;33739775377;02;0401;-20.4277;39.0885;01;15-12-2025
BCO07POS0000021;BCO07MER0000021;4111;90508328891;01;0301;-23.6071;34.7488;01;12-07-2025
BCO07POS0000022;BCO07MER0000022;9399;89398808158;01;0307;-12.1649;32.8384;01;17-11-2025
BCO07POS0000023;BCO07MER0000023;5411;42846002602;01;0406;-23.4808;35.0088;01;22-12-2025
BCO07POS0000024;BCO07MER0000024;4814;10461659637;01;0207;-14.5206;31.9253;01;11-12-2025
BCO07POS0000025;BCO07MER0000025;5912;64059204875;01;0610;-20.7776;30.8373;01;30-12-2025
BCO07POS0000026;BCO07MER0000026;5411;28790988995;01;0301;-18.8373;32.6282;01;23-11-2025
BCO07POS0000027;BCO07MER0000027;4111;88184040876;02;0102;-17.6629;32.1802;01;20-03-2025
BCO07POS0000028;BCO07MER0000028;7011;92371907310;02;0315;-20.2989;38.9810;01;23-01-2025
BCO07POS0000029;BCO07MER0000029;5732;03666714108;02;0213;-10.1731;38.7020;01;18-02-2025
BCO07POS0000030;BCO07MER0000030;4814;89558297918;01;0313;-13.0379;38.7263;01;19-07-2025
BCO07POS0000031;BCO07MER0000031;5812;53148595117;01;0707;-13.8583;31.5306;03;28-05-2025
BCO07POS0000032;BCO07MER0000032;5541;84707515133;02;0204;-17.7143;37.3290;01;23-02-2025
BCO07POS0000033;BCO07MER0000033;5411;58333288532;01;0910;-15.6494;35.5094;01;19-03-2025
BCO07POS0000034;BCO07MER0000034;5732;11271653018;01;0217;-22.9562;33.8648;01;26-02-2025
BCO07POS0000035;BCO07MER0000035;5812;16431198354;01;1006;-25.0180;34.8741;01;03-05-2025
BCO07POS0000036;BCO07MER0000036;5812;75722075624;01;0207;-17.2272;38.3765;02;02-10-2025
BCO07POS0000037;BCO07MER0000037;5411;51456728260;01;0211;-22.9317;38.5726;01;20-07-2025
BCO07POS0000038;BCO07MER0000038;5411;21576737348;01;0706;-19.1294;34.4411;01;22-10-2025
BCO07POS0000039;BCO07MER0000039;5411;51883777626;01;0307;-21.3320;37.4591;02;10-10-2025
BCO07POS0000040;BCO07MER0000040;5411;33215727103;02;0302;-12.0891;36.3426;01;02-01-2025
BCO07POS0000041;BCO07MER0000041;5691;31828119698;01;0105;-23.3441;39.5899;01;20-12-2025
BCO07POS0000042;BCO07MER0000042;5812;75690930288;01;1008;-12.4132;34.0132;01;30-12-2025
BCO07POS0000043;BCO07MER0000043;5541;44424728989;01;0808;-19.6242;37.0446;01;17-06-2025
BCO07POS0000044;BCO07MER0000044;5541;47206317928;01;0707;-11.5196;37.0440;01;23-05-2025
BCO07POS0000045;BCO07MER0000045;5812;49478488958;01;1004;-11.4126;36.2434;01;11-10-2025
BCO07POS0000046;BCO07MER0000046;4111;13184589199;01;1004;-16.3962;34.3771;02;17-05-2025
BCO07POS0000047;BCO07MER0000047;5411;48216423824;02;0901;-24.9475;33.4853;01;30-03-2025
BCO07POS0000048;BCO07MER0000048;5411;03666714108;01;0213;-11.0298;35.5038;02;24-11-2025
BCO07POS0000049;BCO07MER0000049;5912;85274375140;01;0907;-21.0851;38.5554;01;11-04-2025
BCO07POS0000050;BCO07MER0000050;9399;86994428556;02;0216;-25.8461;39.4284;01;04-03-2025
