ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO06POS0000001;BCO06MER0000001;4814;00229574037;01;0701;-19.8971;37.9745;01;04-09-2025
BCO06POS0000002;BCO06MER0000002;5541;51595364569;01;0710;-22.6894;37.9391;01;21-07-2025
BCO06POS0000003;BCO06MER0000003;5541;46621549972;01;0319;-19.5868;34.2524;01;03-06-2025
BCO06POS0000004;BCO06MER0000004;5541;30921380658;01;0312;-20.6480;39.1069;01;29-10-2025
BCO06POS0000005;BCO06MER0000005;5732;27065391144;01;0510;-11.3574;31.5553;01;23-08-2025
BCO06POS0000006;BCO06MER0000006;4111;92435437997;01;0909;-19.1872;31.5080;01;07-07-2025
BCO06POS0000007;BCO06MER0000007;5691;17080395550;01;0409;-13.7652;33.7298;01;14-05-2025
BCO06POS0000008;BCO06MER0000008;5812;86494347813;01;0417;-13.3868;38.8937;01;01-05-2025
BCO06POS0000009;BCO06MER0000009;5411;52799770446;02;1006;-19.1113;38.5950;02;21-01-2025
BCO06POS0000010;BCO06MER0000010;5541;46160593680;02;0421;-12.8626;31.1313;01;11-01-2025
BCO06POS0000011;BCO06MER0000011;4111;46500212019;01;0814;-21.4741;39.8153;01;20-08-2025
BCO06POS0000012;BCO06MER0000012;5411;30041583060;01;0513;-22.8846;37.9746;01;28-09-2025
BCO06POS0000013;BCO06MER0000013;5411;99842629734;01;0418;-12.8017;30.2414;01;25-04-2025
BCO06POS0000014;BCO06MER0000014;5691;93138822509;01;0301;-20.6921;31.5247;01;08-12-2025
BCO06POS0000015;BCO06MER0000015;5992;30921380658;01;0312;-25.2206;37.4943;01;15-03-2025
BCO06POS0000016;BCO06MER0000016;5541;67239402651;01;1007;-15.4494;37.1560;01;12-03-2025
BCO06POS0000017;BCO06MER0000017;9399;04585021288;01;0911;-17.1702;30.5626;01;30-09-2025
BCO06POS0000018;BCO06MER0000018;5912;06959574234;01;0712;-20.0316;30.4879;01;18-10-2025
BCO06POS0000019;BCO06MER0000019;5411;19213045957;01;0708;-20.5425;32.6287;01;28-07-2025
BCO06POS0000020;BCO06MER0000020;4111;68329694689;01;0317;-10.4009;38.1771;01;15-02-2025
BCO06POS0000021;BCO06MER0000021;5912;68329694689;01;0317;-15.6954;34.6658;01;19-02-2025
BCO06POS0000022;BCO06MER0000022;7011;75605466330;01;0702;-23.2680;38.8881;01;02-02-2025
BCO06POS0000023;BCO06MER0000023;5411;07820410757;02;0105;-19.5759;35.3296;01;24-10-2025
BCO06POS0000024;BCO06MER0000024;4814;78991307258;02;0104;-14.2001;39.5059;01;08-01-2025
BCO06POS0000025;BCO06MER0000025;4111;08362240492;01;0906;-24.7791;32.7252;03;11-06-2025
BCO06POS0000026;BCO06MER0000026;5691;10732461804;01;0308;-11.6093;33.9592;01;08-12-2025
BCO06POS0000027;BCO06MER0000027;5691;10891025762;01;0503;-19.2642;39.6355;01;07-03-2025
BCO06POS0000028;BCO06MER0000028;5411;52098548076;01;1004;-19.9833;37.0361;01;17-12-2025
BCO06POS0000029;BCO06MER0000029;5691;07463646272;02;1002;-11.0836;34.5007;01;16-12-2025
BCO06POS0000030;BCO06MER0000030;5691;76404169999;01;0508;-17.9083;33.9919;01;01-03-2025
BCO06POS0000031;BCO06MER0000031;7011;97730290119;01;0707;-13.3831;36.0241;01;24-02-2025
BCO06POS0000032;BCO06MER0000032;4814;80094582238;01;0302;-18.3860;39.1842;01;14-01-2025
BCO06POS0000033;BCO06MER0000033;5691;98948576312;01;0903;-22.0155;33.1616;01;16-11-2025
BCO06POS0000034;BCO06MER0000034;4814;95787658574;02;0211;-15.0527;37.7320;01;12-02-2025
BCO06POS0000035;BCO06MER0000035;5812;09609168802;01;0413;-25.3118;33.7092;01;16-01-2025
BCO06POS0000036;BCO06MER0000036;5411;17080395550;02;0409;-13.1207;39.4064;01;12-04-2025
BCO06POS0000037;BCO06MER0000037;4111;90030433597;01;0314;-19.2399;37.4339;01;09-09-2025
BCO06POS0000038;BCO06MER0000038;5691;82063981436;01;0215;-12.6504;36.5588;01;21-04-2025
BCO06POS0000039;BCO06MER0000039;5691;98094318371;01;0204;-16.8888;30.5123;01;10-05-2025
BCO06POS0000040;BCO06MER0000040;5541;29777775404;01;0310;-25.2830;35.1482;01;14-12-2025
BCO06POS0000041;BCO06MER0000041;5411;10451320650;01;0913;-14.2596;30.6222;01;19-06-2025
BCO06POS0000042;BCO06MER0000042;5541;54343731712;01;0603;-23.8420;38.2819;01;25-08-2025
BCO06POS0000043;BCO06MER0000043;5541;21614189450;01;1004;-25.4444;33.5821;01;19-12-2025
BCO06POS0000044;BCO06MER0000044;5691;76180618879;01;0812;-14.9326;34.6650;01;23-07-2025
BCO06POS0000045;BCO06MER0000045;4111;51595364569;01;0710;-19.7612;35.7732;01;11-10-2025
BCO06POS0000046;BCO06MER0000046;5691;91425243016;01;0414;-19.3630;31.1033;01;01-09-2025
BCO06POS0000047;BCO06MER0000047;5411;62173666687;01;0610;-25.1066;34.4139;01;06-10-2025
BCO06POS0000048;BCO06MER0000048;5912;80970694942;01;0814;-13.4159;37.6170;01;11-11-2025
BCO06POS0000049;BCO06MER0000049;4814;23564532074;01;0309;-10.7172;35.4215;01;20-08-2025
BCO06POS0000050;BCO06MER0000050;5411;89745927469;01;0504;-21.3597;36.3793;02;16-07-2025
