ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO01POS0000001;BCO01MER0000001;7011;75370995904;01;0311;-13.0904;33.8765;01;03-08-2025
BCO01POS0000002;BCO01MER0000002;4814;83750626964;01;0705;-13.5315;31.1159;02;19-02-2025
BCO01POS0000003;BCO01MER0000003;4111;38185343359;02;0711;-17.5919;39.5326;01;08-10-2025
BCO01POS0000004;BCO01MER0000004;5812;07618246519;02;0418;-22.9879;37.5255;02;19-07-2025
BCO01POS0000005;BCO01MER0000005;5411;76658223638;01;0206;-20.1456;38.2710;01;05-04-2025
BCO01POS0000006;BCO01MER0000006;4814;17409787806;01;0317;-15.4827;38.5955;02;29-07-2025
BCO01POS0000007;BCO01MER0000007;5912;20957383538;01;0217;-11.4706;31.3202;01;27-08-2025
BCO01POS0000008;BCO01MER0000008;5912;55860708460;02;0708;-12.0085;32.4891;01;29-01-2025
BCO01POS0000009;BCO01MER0000009;5541;98316663744;01;0205;-17.4074;39.6876;01;06-08-2025
BCO01POS0000010;BCO01MER0000010;4814;86672052359;01;0407;-20.8532;31.2969;01;07-03-2025
BCO01POS0000011;BCO01MER0000011;5411;95014376619;01;1008;-16.8754;35.5326;01;12-01-2025
BCO01POS0000012;BCO01MER0000012;5812;16581733734;01;0213;-18.0102;30.7887;01;16-07-2025
BCO01POS0000013;BCO01MER0000013;5541;77373318108;01;1007;-17.9285;39.8012;02;20-04-2025
BCO01POS0000014;BCO01MER0000014;4814;73860428910;01;0323;-12.6951;37.1562;01;22-02-2025
BCO01POS0000015;BCO01MER0000015;5691;68581191840;02;1002;-25.1810;31.6372;01;18-11-2025
BCO01POS0000016;BCO01MER0000016;5691;82037645055;02;0608;-15.7450;34.1736;01;15-08-2025
BCO01POS0000017;BCO01MER0000017;4814;61057022798;01;1007;-18.7644;36.1148;01;29-06-2025
BCO01POS0000018;BCO01MER0000018;5411;69191224269;01;0317;-16.1707;38.8614;01;03-02-2025
BCO01POS0000019;BCO01MER0000019;5912;73621586611;02;0206;-13.0263;31.0350;01;15-03-2025
BCO01POS0000020;BCO01MER0000020;5992;96546136682;02;1002;-11.8708;30.7943;01;01-09-2025
BCO01POS0000021;BCO01MER0000021;5691;18368134982;01;0105;-14.8662;33.3863;03;03-06-2025
BCO01POS0000022;BCO01MER0000022;4111;26289801288;01;0902;-15.4500;35.6649;01;19-12-2025
BCO01POS0000023;BCO01MER0000023;7011;71006645885;01;0604;-19.0739;39.1735;01;20-04-2025
BCO01POS0000024;BCO01MER0000024;4111;50060042360;01;1002;-22.2286;38.0092;01;23-12-2025
BCO01POS0000025;BCO01MER0000025;7011;25589528514;01;0203;-15.7840;36.9883;01;27-03-2025
BCO01POS0000026;BCO01MER0000026;5541;45125260123;01;0319;-22.5564;36.3819;01;07-11-2025
BCO01POS0000027;BCO01MER0000027;4814;79716994312;01;1003;-25.1704;32.0637;01;05-02-2025
BCO01POS0000028;BCO01MER0000028;5411;34098339526;01;0807;-12.0502;33.4676;01;04-06-2025
BCO01POS0000029;BCO01MER0000029;5912;02121620194;01;0903;-22.1398;30.4883;01;31-05-2025
BCO01POS0000030;BCO01MER0000030;5992;66555964992;02;1004;-22.9703;32.6357;03;27-11-2025
BCO01POS0000031;BCO01MER0000031;5812;52418009780;01;0509;-24.1595;38.0512;01;02-06-2025
BCO01POS0000032;BCO01MER0000032;5691;95961116171;02;0503;-11.8984;37.4052;01;07-03-2025
BCO01POS0000033;BCO01MER0000033;7011;76767878477;01;0609;-20.7142;36.5314;02;07-03-2025
BCO01POS0000034;BCO01MER0000034;5812;81232493453;01;0606;-12.1216;38.8906;01;01-05-2025
BCO01POS0000035;BCO01MER0000035;5541;36636257581;02;0315;-12.2865;37.0464;01;08-11-2025
BCO01POS0000036;BCO01MER0000036;5541;50146228564;01;0414;-11.5402;38.0775;01;18-09-2025
BCO01POS0000037;BCO01MER0000037;5812;83450358801;02;0814;-12.4511;31.8183;01;23-06-2025
BCO01POS0000038;BCO01MER0000038;5411;14700582500;01;0508;-23.2251;31.5861;02;28-07-2025
BCO01POS0000039;BCO01MER0000039;5812;64706184595;02;0706;-22.4635;34.5707;02;25-11-2025
BCO01POS0000040;BCO01MER0000040;5912;59779885212;01;0302;-19.5280;36.0244;01;09-02-2025
BCO01POS0000041;BCO01MER0000041;5812;42937628060;01;0910;-24.7385;37.7762;01;23-02-2025
BCO01POS0000042;BCO01MER0000042;5812;70823851325;01;0215;-24.5946;32.6206;01;29-11-2025
BCO01POS0000043;BCO01MER0000043;5411;96108813728;01;0709;-10.8818;38.3079;01;04-08-2025
BCO01POS0000044;BCO01MER0000044;5732;57364460931;01;0211;-24.4066;39.1992;01;09-07-2025
BCO01POS0000045;BCO01MER0000045;5732;28965495918;02;0305;-25.5241;35.0716;01;08-08-2025
BCO01POS0000046;BCO01MER0000046;4111;32013997733;01;0314;-25.4798;35.5337;01;01-07-2025
BCO01POS0000047;BCO01MER0000047;5732;06181195688;01;0311;-20.0111;31.9527;01;16-05-2025
BCO01POS0000048;BCO01MER0000048;5732;96546136682;01;1002;-13.8044;31.5844;01;28-12-2025
BCO01POS0000049;BCO01MER0000049;5411;37975718386;01;0503;-11.2489;33.5751;01;09-07-2025
BCO01POS0000050;BCO01MER0000050;7011;65151836481;01;0319;-18.6523;35.4769;01;22-02-2025
BCO01POS0000051;BCO01MER0000051;5812;13323817322;01;0311;-19.7852;32.6164;02;12-05-2025
BCO01POS0000052;BCO01MER0000052;5541;66977221988;01;1004;-16.2167;31.0624;01;07-12-2025
BCO01POS0000053;BCO01MER0000053;5812;23638989164;01;0507;-18.3028;39.7235;01;29-12-2025
BCO01POS0000054;BCO01MER0000054;5732;99987854483;02;0404;-13.5088;38.7037;01;31-01-2025
BCO01POS0000055;BCO01MER0000055;5732;19442952696;01;0308;-21.9181;36.2223;01;07-10-2025
BCO01POS0000056;BCO01MER0000056;5691;62089710623;01;0202;-16.2847;32.2819;01;13-06-2025
BCO01POS0000057;BCO01MER0000057;5912;99756312143;01;0710;-18.7147;38.2676;03;06-02-2025
BCO01POS0000058;BCO01MER0000058;5812;01212279388;01;0901;-24.8823;33.1435;01;14-02-2025
BCO01POS0000059;BCO01MER0000059;5411;66501100853;01;0306;-17.7833;38.5229;01;16-07-2025
