ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO02POS0000001;BCO02MER0000001;5912;57212589313;02;0414;-10.3513;37.6930;01;03-08-2025
BCO02POS0000002;BCO02MER0000002;9399;76317183803;01;0710;-20.5058;39.4777;02;20-08-2025
BCO02POS0000003;BCO02MER0000003;5812;65597131251;01;0323;-18.1857;31.1498;01;10-03-2025
BCO02POS0000004;BCO02MER0000004;5912;94048939028;01;1002;-24.4145;36.5638;01;25-11-2025
BCO02POS0000005;BCO02MER0000005;5691;44613828387;01;0309;-23.8732;38.9886;01;10-06-2025
BCO02POS0000006;BCO02MER0000006;9399;26526960005;01;0107;-10.5027;39.4939;01;06-12-2025
BCO02POS0000007;BCO02MER0000007;5541;22608181642;01;0909;-23.4109;32.0829;01;14-07-2025
BCO02POS0000008;BCO02MER0000008;9399;92333811183;01;0409;-21.9306;37.6277;01;08-01-2025
BCO02POS0000009;BCO02MER0000009;7011;45473130523;01;0412;-13.3715;36.6252;01;16-12-2025
BCO02POS0000010;BCO02MER0000010;7011;05981745526;01;0612;-14.8459;31.6963;01;23-06-2025
BCO02POS0000011;BCO02MER0000011;4111;17742708446;01;1004;-22.2728;39.2915;01;09-05-2025
BCO02POS0000012;BCO02MER0000012;4111;39703671391;01;0510;-10.3601;33.3100;01;04-06-2025
BCO02POS0000013;BCO02MER0000013;5541;31166684768;01;0710;-15.3933;37.3251;01;21-12-2025
BCO02POS0000014;BCO02MER0000014;4111;66950228334;01;0701;-16.3948;39.3168;01;10-08-2025
BCO02POS0000015;BCO02MER0000015;4111;31441397674;01;0710;-11.1563;33.1351;01;13-10-2025
BCO02POS0000016;BCO02MER0000016;5411;81368631234;01;0515;-20.1401;35.1982;01;14-01-2025
BCO02POS0000017;BCO02MER0000017;5732;10096154446;01;0502;-17.7585;33.5827;01;10-08-2025
BCO02POS0000018;BCO02MER0000018;5411;88138043551;01;1006;-15.1482;39.5505;01;17-10-2025
BCO02POS0000019;BCO02MER0000019;5541;89006900861;01;0515;-19.4626;39.2105;01;18-08-2025
BCO02POS0000020;BCO02MER0000020;5411;00108249191;01;0511;-14.3049;38.6322;01;11-11-2025
BCO02POS0000021;BCO02MER0000021;5992;04454231260;01;0401;-25.1526;30.5249;01;06-01-2025
BCO02POS0000022;BCO02MER0000022;5411;63186809743;01;1007;-15.9955;32.9524;02;16-05-2025
BCO02POS0000023;BCO02MER0000023;5812;21735503754;01;0202;-25.1168;33.2060;01;22-06-2025
BCO02POS0000024;BCO02MER0000024;4111;83846539946;01;0313;-18.0528;38.1490;01;13-10-2025
BCO02POS0000025;BCO02MER0000025;5732;77954600351;01;0102;-15.3692;32.1033;02;09-01-2025
BCO02POS0000026;BCO02MER0000026;5912;22540266566;01;0907;-14.1863;38.7935;01;18-06-2025
BCO02POS0000027;BCO02MER0000027;5812;99769996555;01;0322;-12.7557;32.0129;01;01-09-2025
BCO02POS0000028;BCO02MER0000028;4111;22395709601;02;0510;-23.0567;36.3470;01;15-01-2025
BCO02POS0000029;BCO02MER0000029;4111;40675831526;01;0323;-17.1405;38.3155;01;26-09-2025
BCO02POS0000030;BCO02MER0000030;5691;61552365703;01;0708;-25.6923;30.7675;01;21-07-2025
BCO02POS0000031;BCO02MER0000031;5411;77954600351;01;0102;-17.6687;36.9168;01;26-01-2025
BCO02POS0000032;BCO02MER0000032;4111;26175990393;01;0509;-23.5781;39.1861;01;28-03-2025
BCO02POS0000033;BCO02MER0000033;5411;07119889854;01;0301;-14.7244;34.8319;01;12-09-2025
BCO02POS0000034;BCO02MER0000034;5541;85065403829;01;0212;-10.4145;35.9897;01;02-05-2025
BCO02POS0000035;BCO02MER0000035;5541;02869515161;01;0905;-13.1550;34.4045;01;26-09-2025
BCO02POS0000036;BCO02MER0000036;9399;45707362223;01;0903;-23.0323;38.6052;01;22-06-2025
BCO02POS0000037;BCO02MER0000037;7011;23815120029;01;0304;-10.9336;32.3515;01;27-12-2025
BCO02POS0000038;BCO02MER0000038;4111;05684750105;01;1006;-11.6979;39.7045;01;01-11-2025
BCO02POS0000039;BCO02MER0000039;9399;07035194731;01;0317;-18.4340;30.3667;01;10-06-2025
BCO02POS0000040;BCO02MER0000040;5732;15736290450;01;0708;-11.3425;32.1502;01;05-08-2025
BCO02POS0000041;BCO02MER0000041;5812;37496095756;01;0901;-21.5127;31.0946;01;30-12-2025
BCO02POS0000042;BCO02MER0000042;4814;69738920963;02;1004;-14.4344;34.2081;01;12-08-2025
BCO02POS0000043;BCO02MER0000043;5411;61907534423;01;0308;-15.5036;35.6788;01;18-12-2025
BCO02POS0000044;BCO02MER0000044;4111;95170846856;01;0318;-22.0068;38.0706;02;09-06-2025
BCO02POS0000045;BCO02MER0000045;9399;48220503095;01;0301;-23.5181;30.6507;01;25-11-2025
BCO02POS0000046;BCO02MER0000046;5541;38732452710;01;0705;-11.3032;36.2858;01;01-08-2025
BCO02POS0000047;BCO02MER0000047;5812;95998157712;01;0703;-12.8287;30.5960;01;04-03-2025
BCO02POS0000048;BCO02MER0000048;5912;60004673440;01;1003;-25.5911;37.5339;01;25-08-2025
BCO02POS0000049;BCO02MER0000049;4111;02417246568;01;1001;-24.9463;33.8259;03;28-01-2025
BCO02POS0000050;BCO02MER0000050;4814;15939149199;01;0408;-11.5840;38.6360;01;30-05-2025
BCO02POS0000051;BCO02MER0000051;4111;58308675577;02;1001;-16.8563;35.3286;01;29-10-2025
BCO02POS0000052;BCO02MER0000052;5691;84468689950;01;1008;-25.0741;37.2804;01;11-07-2025
BCO02POS0000053;BCO02MER0000053;5541;89691124855;01;0607;-12.5044;35.3960;02;05-02-2025
BCO02POS0000054;BCO02MER0000054;5912;83859549186;01;0321;-15.5788;34.0019;01;18-03-2025
BCO02POS0000055;BCO02MER0000055;4111;55643116729;01;1003;-23.9413;34.9016;01;20-07-2025
BCO02POS0000056;BCO02MER0000056;4111;18841165622;01;0107;-19.1585;36.9856;01;16-06-2025
BCO02POS0000057;BCO02MER0000057;9399;65148088059;01;0314;-18.1777;36.3528;02;16-04-2025
BCO02POS0000058;BCO02MER0000058;4814;84303205964;01;0316;-18.7449;34.7084;01;07-02-2025
