ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO09POS0000001;BCO09MER0000001;5691;86697873867;01;0421;-12.1026;33.7495;01;19-12-2025
BCO09POS0000002;BCO09MER0000002;5992;13793668757;01;0315;-10.2094;30.9280;01;13-06-2025
BCO09POS0000003;BCO09MER0000003;5541;19552058631;01;0903;-11.9953;39.2467;01;09-03-2025
BCO09POS0000004;BCO09MER0000004;5812;48252446533;01;0207;-10.8177;37.8186;01;14-06-2025
BCO09POS0000005;BCO09MER0000005;5812;93643603415;01;0707;-19.0946;35.7469;01;28-12-2025
BCO09POS0000006;BCO09MER0000006;5541;22843548879;02;0115;-25.5116;38.7448;01;27-03-2025
BCO09POS0000007;BCO09MER0000007;9399;77822193613;01;0319;-18.1917;37.5349;01;12-04-2025
BCO09POS0000008;BCO09MER0000008;5541;99965263201;01;0304;-25.2402;34.6507;01;28-08-2025
BCO09POS0000009;BCO09MER0000009;7011;48450198050;01;0213;-25.5146;33.3380;01;01-01-2025
BCO09POS0000010;BCO09MER0000010;5812;25560757980;02;0911;-22.2776;39.3393;01;21-08-2025
BCO09POS0000011;BCO09MER0000011;5912;92172454330;01;0310;-17.4867;38.9728;01;04-07-2025
BCO09POS0000012;BCO09MER0000012;5912;29769355744;01;0401;-17.6483;38.8263;01;19-02-2025
BCO09POS0000013;BCO09MER0000013;5812;93643603415;01;0707;-20.8355;35.6976;01;21-08-2025
BCO09POS0000014;BCO09MER0000014;7011;37618072111;01;1006;-10.7371;37.7519;01;12-10-2025
BCO09POS0000015;BCO09MER0000015;7011;25376400169;01;0309;-21.5213;32.4444;01;27-12-2025
BCO09POS0000016;BCO09MER0000016;5992;08008246173;01;0312;-25.8844;36.1488;01;18-02-2025
BCO09POS0000017;BCO09MER0000017;5812;08766856441;01;0207;-17.4066;34.7123;01;14-03-2025
BCO09POS0000018;BCO09MER0000018;9399;40667130001;01;0904;-21.3405;36.9904;04;28-10-2025
BCO09POS0000019;BCO09MER0000019;5411;59179008272;01;0315;-10.3848;38.5560;01;06-09-2025
BCO09POS0000020;BCO09MER0000020;9399;86879710773;02;0215;-20.0576;33.5213;01;19-01-2025
BCO09POS0000021;BCO09MER0000021;5411;08079309889;01;0903;-22.5971;37.4618;01;24-11-2025
BCO09POS0000022;BCO09MER0000022;5812;55300841887;01;0301;-20.8964;37.0838;01;19-03-2025
BCO09POS0000023;BCO09MER0000023;5691;21081888728;01;0907;-19.6698;30.0152;03;14-08-2025
BCO09POS0000024;BCO09MER0000024;7011;35772648626;01;0402;-11.0297;30.0412;03;20-02-2025
BCO09POS0000025;BCO09MER0000025;5411;23775395693;01;0306;-22.3639;34.7644;01;05-09-2025
BCO09POS0000026;BCO09MER0000026;5411;37139265087;01;0712;-22.0329;31.9861;01;10-10-2025
BCO09POS0000027;BCO09MER0000027;5541;55511653040;01;1004;-14.1323;31.2810;01;28-07-2025
BCO09POS0000028;BCO09MER0000028;5732;61724317665;01;0308;-15.7080;31.5747;01;23-03-2025
BCO09POS0000029;BCO09MER0000029;5691;69072273944;02;0319;-17.0231;38.0693;01;15-06-2025
BCO09POS0000030;BCO09MER0000030;5411;77937583344;02;0701;-21.6921;32.7440;01;27-07-2025
BCO09POS0000031;BCO09MER0000031;7011;49398155720;01;0210;-17.8525;39.3908;01;03-12-2025
BCO09POS0000032;BCO09MER0000032;5411;86879710773;01;0215;-11.6061;34.4007;01;11-09-2025
BCO09POS0000033;BCO09MER0000033;7011;78219643203;02;0305;-20.2509;38.1552;01;09-10-2025
BCO09POS0000034;BCO09MER0000034;5732;34659579892;01;0103;-23.3702;32.3813;01;21-08-2025
BCO09POS0000035;BCO09MER0000035;5812;20319164422;02;0711;-16.6854;33.2187;01;07-09-2025
BCO09POS0000036;BCO09MER0000036;5732;79522008006;01;0401;-11.9673;38.8755;01;27-09-2025
BCO09POS0000037;BCO09MER0000037;5411;15637155219;01;0308;-13.6972;35.1230;03;05-08-2025
BCO09POS0000038;BCO09MER0000038;5691;67318550013;02;0305;-20.6758;36.6148;01;22-11-2025
BCO09POS0000039;BCO09MER0000039;5691;12540739040;01;0907;-19.6360;32.9671;01;29-07-2025
BCO09POS0000040;BCO09MER0000040;5411;29495610704;02;1007;-20.6224;33.6053;01;18-06-2025
BCO09POS0000041;BCO09MER0000041;7011;81184428879;01;0308;-20.1753;31.9071;01;27-02-2025
BCO09POS0000042;BCO09MER0000042;4111;24623444665;01;0308;-14.5164;33.9752;01;18-07-2025
BCO09POS0000043;BCO09MER0000043;5691;61522767633;01;0102;-20.9788;30.8445;04;18-07-2025
BCO09POS0000044;BCO09MER0000044;9399;48550300399;02;0213;-25.3248;38.5693;01;04-03-2025
BCO09POS0000045;BCO09MER0000045;5541;59651679021;01;0313;-14.1273;31.0038;01;05-08-2025
BCO09POS0000046;BCO09MER0000046;9399;31617728344;02;0612;-19.1476;31.2251;01;20-08-2025
BCO09POS0000047;BCO09MER0000047;5912;99609360453;01;1006;-25.6651;30.2060;01;16-09-2025
BCO09POS0000048;BCO09MER0000048;5541;52401921688;01;0320;-13.4002;33.2336;01;24-05-2025
BCO09POS0000049;BCO09MER0000049;5541;05415530039;01;0609;-16.0918;30.5045;01;17-03-2025
BCO09POS0000050;BCO09MER0000050;7011;64000873772;01;0202;-19.9299;38.8513;01;26-11-2025
BCO09POS0000051;BCO09MER0000051;5812;73557253192;01;0316;-19.9766;36.2858;01;29-07-2025
BCO09POS0000052;BCO09MER0000052;4111;72225967832;01;0217;-11.4504;34.3792;01;10-01-2025
BCO09POS0000053;BCO09MER0000053;5411;52401921688;01;0320;-11.4620;32.3672;01;25-09-2025
BCO09POS0000054;BCO09MER0000054;4111;42589546477;01;1004;-23.2783;35.1248;01;14-06-2025
BCO09POS0000055;BCO09MER0000055;5992;53087032124;01;0701;-18.0358;31.6053;01;13-09-2025
BCO09POS0000056;BCO09MER0000056;4111;39787564457;02;0113;-11.6247;39.4343;03;14-03-2025
BCO09POS0000057;BCO09MER0000057;5812;13793668757;01;0315;-17.1950;39.9392;01;24-06-2025
BCO09POS0000058;BCO09MER0000058;5992;08918258604;01;0203;-15.0560;38.9770;01;05-10-2025
BCO09POS0000059;BCO09MER0000059;9399;49507274699;01;0908;-19.3978;34.2557;01;13-04-2025
BCO09POS0000060;BCO09MER0000060;5812;92757182398;01;0303;-17.1882;34.2267;01;26-03-2025
BCO09POS0000061;BCO09MER0000061;5541;00957528518;02;0317;-17.6860;36.9083;01;21-03-2025
BCO09POS0000062;BCO09MER0000062;4814;26002541434;01;0504;-15.7652;35.6707;01;13-12-2025
BCO09POS0000063;BCO09MER0000063;5691;27125776949;01;1001;-11.7083;31.7596;02;16-10-2025
BCO09POS0000064;BCO09MER0000064;9399;83028943232;01;0315;-14.9617;39.4937;02;19-10-2025
BCO09POS0000065;BCO09MER0000065;5411;40864603253;01;0413;-22.3240;34.6450;01;15-03-2025
BCO09POS0000066;BCO09MER0000066;5411;23339387336;01;0314;-22.9888;36.7063;01;10-08-2025
BCO09POS0000067;BCO09MER0000067;5812;86009878001;01;0507;-21.1230;38.5834;01;11-08-2025
BCO09POS0000068;BCO09MER0000068;5912;25332923227;01;1008;-13.9817;34.4749;01;12-07-2025
BCO09POS0000069;BCO09MER0000069;7011;45952632971;01;1007;-15.1259;30.4281;01;06-06-2025
BCO09POS0000070;BCO09MER0000070;9399;92757182398;01;0303;-10.7358;32.5375;01;16-02-2025
BCO09POS0000071;BCO09MER0000071;4814;97266104308;01;1003;-25.9279;30.8982;01;08-12-2025
BCO09POS0000072;BCO09MER0000072;4111;61456933071;01;0509;-20.2220;30.9136;01;01-05-2025
BCO09POS0000073;BCO09MER0000073;5691;33570588221;01;0108;-15.6303;38.2346;01;28-01-2025
BCO09POS0000074;BCO09MER0000074;5411;02814806990;02;1004;-11.1815;33.8080;01;01-02-2025
BCO09POS0000075;BCO09MER0000075;7011;88694288644;01;1007;-22.4412;34.6437;01;25-01-2025
BCO09POS0000076;BCO09MER0000076;7011;52549680405;01;0812;-20.4843;39.7272;01;22-09-2025
BCO09POS0000077;BCO09MER0000077;9399;01629246035;01;0603;-16.1753;36.6497;03;01-01-2025
BCO09POS0000078;BCO09MER0000078;9399;24987010926;01;0208;-17.6827;30.8736;01;20-03-2025
BCO09POS0000079;BCO09MER0000079;5812;01628968043;01;0711;-15.0048;34.5386;03;13-02-2025
BCO09POS0000080;BCO09MER0000080;4111;90945314679;01;0503;-20.7122;37.4681;01;30-04-2025
BCO09POS0000081;BCO09MER0000081;5912;74366625382;01;0708;-13.9510;39.9983;01;28-07-2025
BCO09POS0000082;BCO09MER0000082;4111;40667130001;01;0904;-16.7428;37.5913;01;13-07-2025
BCO09POS0000083;BCO09MER0000083;5992;55274079573;02;1003;-13.8020;34.1146;01;11-03-2025
BCO09POS0000084;BCO09MER0000084;5812;39333514934;01;0903;-10.0867;33.8286;01;14-10-2025
BCO09POS0000085;BCO09MER0000085;5992;72225967832;01;0217;-19.5503;33.1332;03;18-11-2025
BCO09POS0000086;BCO09MER0000086;7011;02814806990;02;1004;-11.1944;39.1020;01;11-12-2025
BCO09POS0000087;BCO09MER0000087;4814;96598721230;01;0605;-18.4316;35.6567;01;20-02-2025
BCO09POS0000088;BCO09MER0000088;4111;77309780803;01;0317;-18.0245;32.7859;01;10-11-2025
BCO09POS0000089;BCO09MER0000089;5411;05092786488;01;0111;-15.3028;35.8265;01;21-11-2025
BCO09POS0000090;BCO09MER0000090;9399;88143400708;01;0513;-21.3054;39.1131;01;16-08-2025
BCO09POS0000091;BCO09MER0000091;5812;45050389981;01;0422;-22.3617;33.7906;01;06-08-2025
BCO09POS0000092;BCO09MER0000092;5812;17339751353;01;0712;-22.0251;30.0152;01;03-05-2025
BCO09POS0000093;BCO09MER0000093;4814;54403620294;02;0704;-16.5730;32.7939;01;01-04-2025
BCO09POS0000094;BCO09MER0000094;5411;78719250409;01;0318;-11.7059;33.6286;01;15-11-2025
BCO09POS0000095;BCO09MER0000095;9399;81495062536;01;0702;-11.1800;34.1724;01;31-05-2025
BCO09POS0000096;BCO09MER0000096;4814;01412003890;01;0318;-20.6382;31.8177;01;09-12-2025
BCO09POS0000097;BCO09MER0000097;4111;93643603415;02;0707;-19.6197;35.4864;01;09-11-2025
BCO09POS0000098;BCO09MER0000098;5541;71268122321;01;0304;-19.4359;39.1005;01;03-04-2025
BCO09POS0000099;BCO09MER0000099;5732;96461838765;01;1001;-24.0392;34.1145;01;23-06-2025
BCO09POS0000100;BCO09MER0000100;5411;56669639002;02;0506;-20.8542;35.7615;02;13-10-2025
